subscription_id,customer_id,plan_id,status,billing_cycle,start_date,end_date,mrr_usd,discount_pct,trial_end_date,cancellation_reason,created_at_x,company_name,industry,company_size,country_code,country_name,timezone,contact_email,contact_name,signup_date,signup_source,is_active_x,churned_at,churn_reason,nps_score,created_at_y,updated_at,plan_name,plan_tier,monthly_price_usd,annual_price_usd,max_users,max_projects,storage_gb,is_active_y,created_at,revenue,is_churned
1710,1113,2,paused,monthly,2025-11-09,,12.0,0.0,,,2026-04-24 22:09:13.186774,Rift Stack,Insurance,enterprise,FR,France,Europe/Paris,wei.lee@yahoo.com,Wei Lee,2025-09-10,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1711,1114,1,active,monthly,2023-05-17,,0.0,10.0,,,2026-04-24 22:09:13.186774,LinkDev,Finance,enterprise,FR,France,Europe/Paris,joshua.brown@enterprise.com,Joshua Brown,2023-05-17,paid_ads,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1712,1115,1,cancelled,monthly,2024-10-26,2025-02-06,0.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,Flow Pro,Real Estate,medium,FR,France,Europe/Paris,matthew.rivera@hotmail.com,Matthew Rivera,2024-10-26,partner,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1713,1115,6,active,annual,2025-02-06,,82.5,0.0,,,2026-04-24 22:09:13.186774,Flow Pro,Real Estate,medium,FR,France,Europe/Paris,matthew.rivera@hotmail.com,Matthew Rivera,2024-10-26,partner,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
1714,1116,1,active,annual,2023-06-26,,0.0,25.0,,,2026-04-24 22:09:13.186774,Hub Stack,Logistics,medium,CA,Canada,America/Toronto,mary.sanchez@corp.net,Mary Sanchez,2023-06-26,partner,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1715,1117,4,active,monthly,2024-10-08,,39.0,0.0,2024-10-22,,2026-04-24 22:09:13.186774,Acme Labs,Healthcare,large,JP,Japan,Asia/Tokyo,matthew.robinson@gmail.com,Matthew Robinson,2024-10-08,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1716,1118,1,active,monthly,2025-03-12,,0.0,0.0,,,2026-04-24 22:09:13.186774,JadeCloud,Logistics,small,SG,Singapore,Asia/Singapore,jennifer.nguyen@enterprise.com,Jennifer Nguyen,2025-03-12,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1717,1119,1,cancelled,annual,2025-05-04,2025-06-06,0.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,BoltHQ,Manufacturing,small,US,United States,America/New_York,nancy.ivanov@corp.net,Nancy Ivanov,2025-05-04,organic,False,2025-06-06 19:05:13,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
1718,1120,2,active,annual,2023-01-02,,10.0,0.0,2023-01-16,,2026-04-24 22:09:13.186774,Acme Stack,Manufacturing,small,DE,Germany,Europe/Berlin,kenji.garcia@hotmail.com,Kenji Garcia,2023-01-02,event,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1719,1121,4,expired,monthly,2023-10-29,2024-03-09,39.0,0.0,2023-11-12,Not using it,2026-04-24 22:09:13.186774,ZealGroup,Media,medium,US,United States,America/New_York,nancy.singh@startup.co,Nancy Singh,2023-10-29,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1720,1121,7,active,monthly,2024-03-09,,199.0,0.0,,,2026-04-24 22:09:13.186774,ZealGroup,Media,medium,US,United States,America/New_York,nancy.singh@startup.co,Nancy Singh,2023-10-29,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise Custom,enterprise,199.0,1990.0,,,500,True,2026-04-24 22:09:13.186774,199.0,False
1721,1122,3,expired,annual,2024-06-25,2024-11-10,15.83,0.0,2024-07-09,Missing features,2026-04-24 22:09:13.186774,KiteLogic,Insurance,small,JP,Japan,Asia/Tokyo,joseph.wright@kitelogic.com,Joseph Wright,2024-06-25,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1722,1122,3,expired,monthly,2024-11-10,2025-05-14,19.0,0.0,,,2026-04-24 22:09:13.186774,KiteLogic,Insurance,small,JP,Japan,Asia/Tokyo,joseph.wright@kitelogic.com,Joseph Wright,2024-06-25,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1723,1122,5,active,monthly,2025-05-14,,59.0,0.0,,,2026-04-24 22:09:13.186774,KiteLogic,Insurance,small,JP,Japan,Asia/Tokyo,joseph.wright@kitelogic.com,Joseph Wright,2024-06-25,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
1724,1123,2,cancelled,monthly,2025-04-30,2025-06-29,12.0,0.0,2025-05-14,Switched competitor,2026-04-24 22:09:13.186774,IonLabs,Finance,medium,FR,France,Europe/Paris,priya.thompson@tech.dev,Priya Thompson,2025-04-30,referral,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1725,1123,5,active,monthly,2025-06-29,,59.0,0.0,,,2026-04-24 22:09:13.186774,IonLabs,Finance,medium,FR,France,Europe/Paris,priya.thompson@tech.dev,Priya Thompson,2025-04-30,referral,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
1726,1124,5,active,annual,2024-04-12,,49.17,0.0,2024-04-26,,2026-04-24 22:09:13.186774,KeenStudio,Healthcare,enterprise,CA,Canada,America/Toronto,nancy.perez@outlook.com,Nancy Perez,2024-04-12,referral,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
1727,1125,4,expired,monthly,2024-09-15,2025-06-11,39.0,0.0,2024-09-29,Budget cuts,2026-04-24 22:09:13.186774,SyncLogic,Insurance,small,US,United States,America/Chicago,paul.baker@yahoo.com,Paul Baker,2024-09-15,event,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1728,1125,3,active,monthly,2025-06-11,,19.0,0.0,,,2026-04-24 22:09:13.186774,SyncLogic,Insurance,small,US,United States,America/Chicago,paul.baker@yahoo.com,Paul Baker,2024-09-15,event,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1729,1126,2,active,annual,2024-01-11,,10.0,0.0,2024-01-25,,2026-04-24 22:09:13.186774,Echo Works,Media,medium,US,United States,America/Chicago,mark.brown@protonmail.com,Mark Brown,2024-01-11,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1730,1127,1,active,annual,2025-05-14,,0.0,0.0,,,2026-04-24 22:09:13.186774,RiftCloud,Retail,enterprise,US,United States,America/New_York,charles.ramirez@riftcloud.com,Charles Ramirez,2025-05-14,organic,True,,,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1731,1128,5,active,monthly,2023-10-13,,59.0,0.0,2023-10-27,,2026-04-24 22:09:13.186774,Zen Platform,Telecommunications,large,IN,India,Asia/Kolkata,anthony.moore@hotmail.com,Anthony Moore,2023-10-13,paid_ads,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
1732,1129,3,active,annual,2024-12-06,,15.83,0.0,2024-12-20,,2026-04-24 22:09:13.186774,JadeGroup,Legal,enterprise,DE,Germany,Europe/Berlin,james.brown@tech.dev,James Brown,2024-12-06,organic,True,,,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1733,1130,4,active,monthly,2025-02-10,,39.0,0.0,2025-02-24,,2026-04-24 22:09:13.186774,EdgeLogic,Media,enterprise,IN,India,Asia/Kolkata,james.walker@tech.dev,James Walker,2025-02-10,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1734,1131,2,expired,monthly,2024-08-06,2025-06-30,9.6,20.0,2024-08-20,Company reorganization,2026-04-24 22:09:13.186774,Luna Corp,Healthcare,large,US,United States,America/New_York,ahmed.white@lunacorp.com,Ahmed White,2024-08-06,organic,False,2024-10-09 01:25:33,Too expensive,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
1735,1131,2,cancelled,annual,2025-06-30,2024-10-09,8.5,15.0,,Budget cuts,2026-04-24 22:09:13.186774,Luna Corp,Healthcare,large,US,United States,America/New_York,ahmed.white@lunacorp.com,Ahmed White,2024-08-06,organic,False,2024-10-09 01:25:33,Too expensive,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
1736,1132,2,cancelled,monthly,2023-08-21,2024-04-14,12.0,0.0,2023-09-04,Budget cuts,2026-04-24 22:09:13.186774,Echo Analytics,Telecommunications,large,SG,Singapore,Asia/Singapore,jennifer.allen@company.io,Jennifer Allen,2023-08-21,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1737,1132,4,expired,monthly,2024-04-14,2024-12-19,39.0,0.0,,Too expensive,2026-04-24 22:09:13.186774,Echo Analytics,Telecommunications,large,SG,Singapore,Asia/Singapore,jennifer.allen@company.io,Jennifer Allen,2023-08-21,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1738,1132,3,active,monthly,2024-12-19,,19.0,0.0,,,2026-04-24 22:09:13.186774,Echo Analytics,Telecommunications,large,SG,Singapore,Asia/Singapore,jennifer.allen@company.io,Jennifer Allen,2023-08-21,referral,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1739,1133,3,active,annual,2023-03-26,,15.83,0.0,2023-04-09,,2026-04-24 22:09:13.186774,HubCorp,Healthcare,medium,FR,France,Europe/Paris,steven.martinez@protonmail.com,Steven Martinez,2023-03-26,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1740,1134,1,active,annual,2023-10-31,,0.0,0.0,,,2026-04-24 22:09:13.186774,CloudAnalytics,Finance,small,JP,Japan,Asia/Tokyo,wei.flores@outlook.com,Wei Flores,2023-10-31,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1741,1135,1,expired,monthly,2024-03-21,2025-02-07,0.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,CoreAnalytics,Telecommunications,enterprise,GB,United Kingdom,Europe/London,lisa.martinez@protonmail.com,Lisa Martinez,2024-03-21,event,False,2025-03-19 10:06:55,Not enough users,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
1742,1135,1,cancelled,monthly,2025-02-07,2025-05-02,0.0,0.0,,Not using it,2026-04-24 22:09:13.186774,CoreAnalytics,Telecommunications,enterprise,GB,United Kingdom,Europe/London,lisa.martinez@protonmail.com,Lisa Martinez,2024-03-21,event,False,2025-03-19 10:06:55,Not enough users,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
1744,1136,2,active,monthly,2023-05-22,,12.0,0.0,2023-06-05,,2026-04-24 22:09:13.186774,TidalDynamics,Media,small,US,United States,America/Los_Angeles,charles.tanaka@protonmail.com,Charles Tanaka,2023-05-22,referral,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1745,1137,2,expired,monthly,2024-09-06,2024-11-21,10.2,15.0,2024-09-20,Too expensive,2026-04-24 22:09:13.186774,UnitLabs,Media,small,IN,India,Asia/Kolkata,michael.williams@gmail.com,Michael Williams,2024-09-06,referral,False,2025-04-05 10:04:44,Switched to competitor,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
1746,1137,5,expired,annual,2024-11-21,2025-05-27,49.17,0.0,,Switched competitor,2026-04-24 22:09:13.186774,UnitLabs,Media,small,IN,India,Asia/Kolkata,michael.williams@gmail.com,Michael Williams,2024-09-06,referral,False,2025-04-05 10:04:44,Switched to competitor,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,True
1747,1137,7,cancelled,monthly,2025-05-27,2025-04-05,199.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,UnitLabs,Media,small,IN,India,Asia/Kolkata,michael.williams@gmail.com,Michael Williams,2024-09-06,referral,False,2025-04-05 10:04:44,Switched to competitor,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise Custom,enterprise,199.0,1990.0,,,500,True,2026-04-24 22:09:13.186774,199.0,True
1748,1138,1,cancelled,monthly,2023-03-27,2023-08-26,0.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,Onyx Labs,Manufacturing,large,BR,Brazil,America/Sao_Paulo,nancy.anderson@protonmail.com,Nancy Anderson,2023-03-27,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1749,1138,4,active,annual,2023-08-26,,32.5,0.0,,,2026-04-24 22:09:13.186774,Onyx Labs,Manufacturing,large,BR,Brazil,America/Sao_Paulo,nancy.anderson@protonmail.com,Nancy Anderson,2023-03-27,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1750,1139,2,active,monthly,2024-10-10,,12.0,0.0,2024-10-24,,2026-04-24 22:09:13.186774,Hub Works,E-commerce,enterprise,FR,France,Europe/Paris,barbara.thompson@corp.net,Barbara Thompson,2024-10-10,organic,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1751,1140,1,active,annual,2024-02-07,,0.0,0.0,,,2026-04-24 22:09:13.186774,WaveNet,Logistics,small,SG,Singapore,Asia/Singapore,mary.anderson@wavenet.com,Mary Anderson,2024-02-07,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1752,1141,3,paused,annual,2024-09-18,,15.83,0.0,2024-10-02,,2026-04-24 22:09:13.186774,NovaNet,Healthcare,small,DE,Germany,Europe/Berlin,daniel.rodriguez@novanet.com,Daniel Rodriguez,2024-09-18,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1753,1142,3,expired,annual,2023-12-15,2024-09-08,14.25,10.0,2023-12-29,Budget cuts,2026-04-24 22:09:13.186774,OrbitStack,Real Estate,medium,US,United States,America/Los_Angeles,paul.thompson@company.io,Paul Thompson,2023-12-15,referral,False,2024-10-20 15:58:38,Budget cuts,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,True
1754,1142,5,cancelled,monthly,2024-09-08,2024-10-20,59.0,0.0,,Missing features,2026-04-24 22:09:13.186774,OrbitStack,Real Estate,medium,US,United States,America/Los_Angeles,paul.thompson@company.io,Paul Thompson,2023-12-15,referral,False,2024-10-20 15:58:38,Budget cuts,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,True
1755,1143,5,active,monthly,2025-03-07,,59.0,0.0,2025-03-21,,2026-04-24 22:09:13.186774,Bolt Logic,Real Estate,medium,JP,Japan,Asia/Tokyo,patricia.jones@enterprise.com,Patricia Jones,2025-03-07,event,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
1756,1144,3,cancelled,annual,2023-03-16,2023-08-26,15.83,0.0,2023-03-30,Budget cuts,2026-04-24 22:09:13.186774,Zen IO,Consulting,medium,US,United States,America/Los_Angeles,Lisa.Lee@company.io,Lisa Lee,2023-03-16,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1757,1144,4,expired,monthly,2023-08-26,2024-07-10,39.0,0.0,,Budget cuts,2026-04-24 22:09:13.186774,Zen IO,Consulting,medium,US,United States,America/Los_Angeles,Lisa.Lee@company.io,Lisa Lee,2023-03-16,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1758,1144,5,active,annual,2024-07-10,,49.17,0.0,,,2026-04-24 22:09:13.186774,Zen IO,Consulting,medium,US,United States,America/Los_Angeles,Lisa.Lee@company.io,Lisa Lee,2023-03-16,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
1759,1145,4,active,monthly,2024-08-09,,39.0,0.0,2024-08-23,,2026-04-24 22:09:13.186774,QuarkDigital,Finance,small,US,United States,America/Chicago,sandra.wright@yahoo.com,Sandra Wright,2024-08-09,event,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1760,1146,3,active,monthly,2025-09-09,,19.0,0.0,2025-09-23,,2026-04-24 22:09:13.186774,Vine AI,Real Estate,small,SG,Singapore,Asia/Singapore,anthony.santos@gmail.com,Anthony Santos,2025-09-09,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1761,1147,3,active,monthly,2023-12-09,,19.0,0.0,2023-12-23,,2026-04-24 22:09:13.186774,Hub Tech,Manufacturing,medium,CA,Canada,America/Toronto,joseph.muller@protonmail.com,Joseph Muller,2023-12-09,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
1762,1148,2,active,monthly,2025-02-28,,12.0,0.0,2025-03-14,,2026-04-24 22:09:13.186774,KeenDynamics,Media,medium,IN,India,Asia/Kolkata,ana.torres@corp.net,Ana Torres,2025-02-28,partner,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1763,1149,1,active,monthly,2024-04-18,,0.0,0.0,,,2026-04-24 22:09:13.186774,ArcOps,Finance,enterprise,US,United States,America/New_York,carlos.martinez@arcops.com,Carlos Martinez,2024-04-18,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1764,1150,2,expired,monthly,2025-03-25,2025-08-06,10.2,15.0,2025-04-08,Budget cuts,2026-04-24 22:09:13.186774,Wave Solutions,E-commerce,large,JP,Japan,Asia/Tokyo,james.lopez@wavesolutions.com,James Lopez,2025-03-25,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1765,1150,2,cancelled,monthly,2025-08-06,2025-10-08,10.2,15.0,,Not using it,2026-04-24 22:09:13.186774,Wave Solutions,E-commerce,large,JP,Japan,Asia/Tokyo,james.lopez@wavesolutions.com,James Lopez,2025-03-25,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1766,1150,6,active,monthly,2025-10-08,,99.0,0.0,,,2026-04-24 22:09:13.186774,Wave Solutions,E-commerce,large,JP,Japan,Asia/Tokyo,james.lopez@wavesolutions.com,James Lopez,2025-03-25,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
1767,1151,2,active,monthly,2023-04-25,,12.0,0.0,2023-05-09,,2026-04-24 22:09:13.186774,WaveDev,Media,medium,CA,Canada,America/Toronto,olga.smith@wavedev.com,Olga Smith,2023-04-25,referral,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1768,1152,2,active,monthly,2023-02-15,,12.0,0.0,2023-03-01,,2026-04-24 22:09:13.186774,UnitVentures,Real Estate,large,CA,Canada,America/Toronto,carlos.walker@startup.co,Carlos Walker,2023-02-15,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1769,1153,1,cancelled,monthly,2024-11-04,2025-06-21,0.0,0.0,,,2026-04-24 22:09:13.186774,MistDigital,Real Estate,medium,US,United States,America/Los_Angeles,hassan.allen@protonmail.com,Hassan Allen,2024-11-04,paid_ads,False,2025-06-21 14:01:20,No longer needed,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
1770,1154,2,active,monthly,2023-04-01,,12.0,0.0,2023-04-15,,2026-04-24 22:09:13.186774,Nova Group,Education,medium,US,United States,America/Los_Angeles,aisha.santos@novagroup.com,Aisha Santos,2023-04-01,partner,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
1771,1155,3,cancelled,annual,2024-12-28,2025-01-30,15.83,0.0,2025-01-11,Not using it,2026-04-24 22:09:13.186774,UnitDigital,Retail,medium,FR,France,Europe/Paris,linda.jones@company.io,Linda Jones,2024-12-28,organic,False,2025-01-30 23:08:39,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,True
1772,1156,1,active,monthly,2023-02-12,,0.0,0.0,,,2026-04-24 22:09:13.186774,Ion Digital,Legal,medium,CA,Canada,America/Toronto,daniel.rodriguez@company.io,Daniel Rodriguez,2023-02-12,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
1773,1157,6,active,monthly,2024-02-12,,99.0,0.0,2024-02-26,,2026-04-24 22:09:13.186774,AcmeOps,Technology,small,FR,France,Europe/Paris,mei.hill@enterprise.com,Mei Hill,2024-02-12,paid_ads,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
1774,1158,4,cancelled,annual,2024-01-23,2024-06-28,32.5,0.0,2024-02-06,Budget cuts,2026-04-24 22:09:13.186774,ZealTech,Logistics,small,BR,Brazil,America/Sao_Paulo,jennifer.clark@outlook.com,Jennifer Clark,2024-01-23,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1775,1158,4,active,annual,2024-06-28,,29.25,10.0,,,2026-04-24 22:09:13.186774,ZealTech,Logistics,small,BR,Brazil,America/Sao_Paulo,jennifer.clark@outlook.com,Jennifer Clark,2024-01-23,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
1776,1159,2,cancelled,monthly,2023-07-27,2024-01-24,12.0,0.0,2023-08-10,Too expensive,2026-04-24 22:09:13.186774,Vine Dynamics,Retail,small,US,United States,America/Chicago,donna.harris@outlook.com,Donna Harris,2023-07-27,organic,True,,,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
